userID,ISBN,bookRating,bookTitle,bookAuthor,yearOfPublication,imageUrlM,totalRatingCount,City,State,Country
95359,0312278586,9,The Nanny Diaries: A Novel,Emma McLaughlin,2002,http://images.amazon.com/images/P/0312278586.01.MZZZZZZZ.jpg,15,charleston,west virginia,usa
135265,0312278586,4,The Nanny Diaries: A Novel,Emma McLaughlin,2002,http://images.amazon.com/images/P/0312278586.01.MZZZZZZZ.jpg,15,groton,connecticut,usa
174304,0312278586,8,The Nanny Diaries: A Novel,Emma McLaughlin,2002,http://images.amazon.com/images/P/0312278586.01.MZZZZZZZ.jpg,15,st. louis,missouri,usa
235105,0312278586,10,The Nanny Diaries: A Novel,Emma McLaughlin,2002,http://images.amazon.com/images/P/0312278586.01.MZZZZZZZ.jpg,15,st louis,missouri,usa
11676,0312978383,5,Winter Solstice,Rosamunde Pilcher,2001,http://images.amazon.com/images/P/0312978383.01.MZZZZZZZ.jpg,7,other,other,other
16795,0312978383,6,Winter Solstice,Rosamunde Pilcher,2001,http://images.amazon.com/images/P/0312978383.01.MZZZZZZZ.jpg,7,mechanicsville,maryland,usa
162639,0312978383,10,Winter Solstice,Rosamunde Pilcher,2001,http://images.amazon.com/images/P/0312978383.01.MZZZZZZZ.jpg,7,kelso,washington,usa
212965,0312978383,5,Winter Solstice,Rosamunde Pilcher,2001,http://images.amazon.com/images/P/0312978383.01.MZZZZZZZ.jpg,7,"akron,",ohio,usa
225087,0312978383,10,Winter Solstice,Rosamunde Pilcher,2001,http://images.amazon.com/images/P/0312978383.01.MZZZZZZZ.jpg,7,toronto,ontario,canada
11676,0312980159,5,Fast Women,Jennifer Crusie,2002,http://images.amazon.com/images/P/0312980159.01.MZZZZZZZ.jpg,8,other,other,other
30276,0312980159,7,Fast Women,Jennifer Crusie,2002,http://images.amazon.com/images/P/0312980159.01.MZZZZZZZ.jpg,8,wildwood,new jersey,usa
114368,0312980159,5,Fast Women,Jennifer Crusie,2002,http://images.amazon.com/images/P/0312980159.01.MZZZZZZZ.jpg,8,mechanicsville,maryland,usa
172742,0312980159,8,Fast Women,Jennifer Crusie,2002,http://images.amazon.com/images/P/0312980159.01.MZZZZZZZ.jpg,8,astoria,oregon,usa
265115,0312980159,7,Fast Women,Jennifer Crusie,2002,http://images.amazon.com/images/P/0312980159.01.MZZZZZZZ.jpg,8,vista,california,usa
25409,0312983867,9,Hard Eight : A Stephanie Plum Novel (A Stephanie Plum Novel),Janet Evanovich,2003,http://images.amazon.com/images/P/0312983867.01.MZZZZZZZ.jpg,14,la mesa,california,usa
25981,0312983867,10,Hard Eight : A Stephanie Plum Novel (A Stephanie Plum Novel),Janet Evanovich,2003,http://images.amazon.com/images/P/0312983867.01.MZZZZZZZ.jpg,14,nj,new jersey,usa
37950,0312983867,7,Hard Eight : A Stephanie Plum Novel (A Stephanie Plum Novel),Janet Evanovich,2003,http://images.amazon.com/images/P/0312983867.01.MZZZZZZZ.jpg,14,calgary,alberta,canada
110934,0312983867,9,Hard Eight : A Stephanie Plum Novel (A Stephanie Plum Novel),Janet Evanovich,2003,http://images.amazon.com/images/P/0312983867.01.MZZZZZZZ.jpg,14,kirkland,washington,usa
162639,0312983867,10,Hard Eight : A Stephanie Plum Novel (A Stephanie Plum Novel),Janet Evanovich,2003,http://images.amazon.com/images/P/0312983867.01.MZZZZZZZ.jpg,14,kelso,washington,usa
172742,0312983867,10,Hard Eight : A Stephanie Plum Novel (A Stephanie Plum Novel),Janet Evanovich,2003,http://images.amazon.com/images/P/0312983867.01.MZZZZZZZ.jpg,14,astoria,oregon,usa
200226,0312983867,6,Hard Eight : A Stephanie Plum Novel (A Stephanie Plum Novel),Janet Evanovich,2003,http://images.amazon.com/images/P/0312983867.01.MZZZZZZZ.jpg,14,burlington,ontario,canada
11676,0316666009,8,1st to Die: A Novel,James Patterson,2001,http://images.amazon.com/images/P/0316666009.01.MZZZZZZZ.jpg,20,other,other,other
55490,0316666009,5,1st to Die: A Novel,James Patterson,2001,http://images.amazon.com/images/P/0316666009.01.MZZZZZZZ.jpg,20,rapid city,south dakota,usa
78973,0316666009,8,1st to Die: A Novel,James Patterson,2001,http://images.amazon.com/images/P/0316666009.01.MZZZZZZZ.jpg,20,amadora,lisboa,portugal
140358,0316666009,5,1st to Die: A Novel,James Patterson,2001,http://images.amazon.com/images/P/0316666009.01.MZZZZZZZ.jpg,20,san diego,california,usa
143175,0316666009,9,1st to Die: A Novel,James Patterson,2001,http://images.amazon.com/images/P/0316666009.01.MZZZZZZZ.jpg,20,blythewood,south carolina,usa
183995,0316666009,8,1st to Die: A Novel,James Patterson,2001,http://images.amazon.com/images/P/0316666009.01.MZZZZZZZ.jpg,20,columbus (grandview heights),ohio,usa
11676,0316666343,5,The Lovely Bones: A Novel,Alice Sebold,2002,http://images.amazon.com/images/P/0316666343.01.MZZZZZZZ.jpg,24,other,other,other
16795,0316666343,10,The Lovely Bones: A Novel,Alice Sebold,2002,http://images.amazon.com/images/P/0316666343.01.MZZZZZZZ.jpg,24,mechanicsville,maryland,usa
23768,0316666343,7,The Lovely Bones: A Novel,Alice Sebold,2002,http://images.amazon.com/images/P/0316666343.01.MZZZZZZZ.jpg,24,st. louis,missouri,usa
35859,0316666343,6,The Lovely Bones: A Novel,Alice Sebold,2002,http://images.amazon.com/images/P/0316666343.01.MZZZZZZZ.jpg,24,duluth,minnesota,usa
46398,0316666343,6,The Lovely Bones: A Novel,Alice Sebold,2002,http://images.amazon.com/images/P/0316666343.01.MZZZZZZZ.jpg,24,san antonio,texas,usa
56447,0316666343,8,The Lovely Bones: A Novel,Alice Sebold,2002,http://images.amazon.com/images/P/0316666343.01.MZZZZZZZ.jpg,24,sturgis,michigan,usa
56959,0316666343,8,The Lovely Bones: A Novel,Alice Sebold,2002,http://images.amazon.com/images/P/0316666343.01.MZZZZZZZ.jpg,24,monroe twp.,new jersey,usa
69078,0316666343,7,The Lovely Bones: A Novel,Alice Sebold,2002,http://images.amazon.com/images/P/0316666343.01.MZZZZZZZ.jpg,24,new york,new york,usa
89602,0316666343,8,The Lovely Bones: A Novel,Alice Sebold,2002,http://images.amazon.com/images/P/0316666343.01.MZZZZZZZ.jpg,24,honolulu,hawaii,usa
95359,0316666343,9,The Lovely Bones: A Novel,Alice Sebold,2002,http://images.amazon.com/images/P/0316666343.01.MZZZZZZZ.jpg,24,charleston,west virginia,usa
97874,0316666343,9,The Lovely Bones: A Novel,Alice Sebold,2002,http://images.amazon.com/images/P/0316666343.01.MZZZZZZZ.jpg,24,other,british columbia,canada
98391,0316666343,9,The Lovely Bones: A Novel,Alice Sebold,2002,http://images.amazon.com/images/P/0316666343.01.MZZZZZZZ.jpg,24,morrow,georgia,usa
105517,0316666343,9,The Lovely Bones: A Novel,Alice Sebold,2002,http://images.amazon.com/images/P/0316666343.01.MZZZZZZZ.jpg,24,calgary,alberta,canada
112001,0316666343,9,The Lovely Bones: A Novel,Alice Sebold,2002,http://images.amazon.com/images/P/0316666343.01.MZZZZZZZ.jpg,24,barren springs,virginia,usa
114368,0316666343,5,The Lovely Bones: A Novel,Alice Sebold,2002,http://images.amazon.com/images/P/0316666343.01.MZZZZZZZ.jpg,24,mechanicsville,maryland,usa
143175,0316666343,10,The Lovely Bones: A Novel,Alice Sebold,2002,http://images.amazon.com/images/P/0316666343.01.MZZZZZZZ.jpg,24,blythewood,south carolina,usa
158295,0316666343,7,The Lovely Bones: A Novel,Alice Sebold,2002,http://images.amazon.com/images/P/0316666343.01.MZZZZZZZ.jpg,24,cleveland,ohio,usa
174304,0316666343,8,The Lovely Bones: A Novel,Alice Sebold,2002,http://images.amazon.com/images/P/0316666343.01.MZZZZZZZ.jpg,24,st. louis,missouri,usa
204864,0316666343,9,The Lovely Bones: A Novel,Alice Sebold,2002,http://images.amazon.com/images/P/0316666343.01.MZZZZZZZ.jpg,24,simi valley,california,usa
216683,0316666343,9,The Lovely Bones: A Novel,Alice Sebold,2002,http://images.amazon.com/images/P/0316666343.01.MZZZZZZZ.jpg,24,san jose,california,usa
229329,0316666343,8,The Lovely Bones: A Novel,Alice Sebold,2002,http://images.amazon.com/images/P/0316666343.01.MZZZZZZZ.jpg,24,st-légier,vaud,switzerland
234828,0316666343,7,The Lovely Bones: A Novel,Alice Sebold,2002,http://images.amazon.com/images/P/0316666343.01.MZZZZZZZ.jpg,24,fairbanks,alaska,usa
235105,0316666343,8,The Lovely Bones: A Novel,Alice Sebold,2002,http://images.amazon.com/images/P/0316666343.01.MZZZZZZZ.jpg,24,st louis,missouri,usa
261829,0316666343,9,The Lovely Bones: A Novel,Alice Sebold,2002,http://images.amazon.com/images/P/0316666343.01.MZZZZZZZ.jpg,24,fpo,ap,usa
11676,0316690619,10,Cradle and All,James Patterson,2000,http://images.amazon.com/images/P/0316690619.01.MZZZZZZZ.jpg,13,other,other,other
31315,0316690619,10,Cradle and All,James Patterson,2000,http://images.amazon.com/images/P/0316690619.01.MZZZZZZZ.jpg,13,henryville,indiana,usa
55490,0316690619,4,Cradle and All,James Patterson,2000,http://images.amazon.com/images/P/0316690619.01.MZZZZZZZ.jpg,13,rapid city,south dakota,usa
114368,0316690619,5,Cradle and All,James Patterson,2000,http://images.amazon.com/images/P/0316690619.01.MZZZZZZZ.jpg,13,mechanicsville,maryland,usa
140358,0316690619,5,Cradle and All,James Patterson,2000,http://images.amazon.com/images/P/0316690619.01.MZZZZZZZ.jpg,13,san diego,california,usa
11676,0316693006,10,Four Blind Mice,James Patterson,2002,http://images.amazon.com/images/P/0316693006.01.MZZZZZZZ.jpg,10,other,other,other
31315,0316693006,10,Four Blind Mice,James Patterson,2002,http://images.amazon.com/images/P/0316693006.01.MZZZZZZZ.jpg,10,henryville,indiana,usa
87141,0316693006,9,Four Blind Mice,James Patterson,2002,http://images.amazon.com/images/P/0316693006.01.MZZZZZZZ.jpg,10,huntington beach,california,usa
98391,0316693006,9,Four Blind Mice,James Patterson,2002,http://images.amazon.com/images/P/0316693006.01.MZZZZZZZ.jpg,10,morrow,georgia,usa
114368,0316693006,5,Four Blind Mice,James Patterson,2002,http://images.amazon.com/images/P/0316693006.01.MZZZZZZZ.jpg,10,mechanicsville,maryland,usa
31315,0316693200,10,2nd Chance,James Patterson,2002,http://images.amazon.com/images/P/0316693200.01.MZZZZZZZ.jpg,17,henryville,indiana,usa
98391,0316693200,9,2nd Chance,James Patterson,2002,http://images.amazon.com/images/P/0316693200.01.MZZZZZZZ.jpg,17,morrow,georgia,usa
114368,0316693200,7,2nd Chance,James Patterson,2002,http://images.amazon.com/images/P/0316693200.01.MZZZZZZZ.jpg,17,mechanicsville,maryland,usa
158295,0316693200,6,2nd Chance,James Patterson,2002,http://images.amazon.com/images/P/0316693200.01.MZZZZZZZ.jpg,17,cleveland,ohio,usa
162639,0316693200,7,2nd Chance,James Patterson,2002,http://images.amazon.com/images/P/0316693200.01.MZZZZZZZ.jpg,17,kelso,washington,usa
225087,0316693200,10,2nd Chance,James Patterson,2002,http://images.amazon.com/images/P/0316693200.01.MZZZZZZZ.jpg,17,toronto,ontario,canada
225763,0316693200,8,2nd Chance,James Patterson,2002,http://images.amazon.com/images/P/0316693200.01.MZZZZZZZ.jpg,17,san francisco,california,usa
11676,0316693235,5,Violets Are Blue,James Patterson,2001,http://images.amazon.com/images/P/0316693235.01.MZZZZZZZ.jpg,13,other,other,other
16795,0316693235,9,Violets Are Blue,James Patterson,2001,http://images.amazon.com/images/P/0316693235.01.MZZZZZZZ.jpg,13,mechanicsville,maryland,usa
31315,0316693235,10,Violets Are Blue,James Patterson,2001,http://images.amazon.com/images/P/0316693235.01.MZZZZZZZ.jpg,13,henryville,indiana,usa
35859,0316693235,8,Violets Are Blue,James Patterson,2001,http://images.amazon.com/images/P/0316693235.01.MZZZZZZZ.jpg,13,duluth,minnesota,usa
95359,0316693235,7,Violets Are Blue,James Patterson,2001,http://images.amazon.com/images/P/0316693235.01.MZZZZZZZ.jpg,13,charleston,west virginia,usa
114368,0316693235,5,Violets Are Blue,James Patterson,2001,http://images.amazon.com/images/P/0316693235.01.MZZZZZZZ.jpg,13,mechanicsville,maryland,usa
158295,0316693235,6,Violets Are Blue,James Patterson,2001,http://images.amazon.com/images/P/0316693235.01.MZZZZZZZ.jpg,13,cleveland,ohio,usa
11676,0316693324,10,When the Wind Blows,James Patterson,1998,http://images.amazon.com/images/P/0316693324.01.MZZZZZZZ.jpg,15,other,other,other
31315,0316693324,10,When the Wind Blows,James Patterson,1998,http://images.amazon.com/images/P/0316693324.01.MZZZZZZZ.jpg,15,henryville,indiana,usa
11676,0316769177,9,The Catcher in the Rye,J.D. Salinger,2001,http://images.amazon.com/images/P/0316769177.01.MZZZZZZZ.jpg,11,other,other,other
11676,0316781142,9,The Last Time They Met : A Novel,Anita Shreve,2001,http://images.amazon.com/images/P/0316781142.01.MZZZZZZZ.jpg,7,other,other,other
16795,0316781142,9,The Last Time They Met : A Novel,Anita Shreve,2001,http://images.amazon.com/images/P/0316781142.01.MZZZZZZZ.jpg,7,mechanicsville,maryland,usa
98391,0316781142,9,The Last Time They Met : A Novel,Anita Shreve,2001,http://images.amazon.com/images/P/0316781142.01.MZZZZZZZ.jpg,7,morrow,georgia,usa
135149,0316781142,7,The Last Time They Met : A Novel,Anita Shreve,2001,http://images.amazon.com/images/P/0316781142.01.MZZZZZZZ.jpg,7,ft. pierce,florida,usa
168245,0316781142,6,The Last Time They Met : A Novel,Anita Shreve,2001,http://images.amazon.com/images/P/0316781142.01.MZZZZZZZ.jpg,7,delisle,saskatchewan,canada
43246,0316781266,6,The Last Time They Met : A Novel,Anita Shreve,2002,http://images.amazon.com/images/P/0316781266.01.MZZZZZZZ.jpg,7,toronto,ontario,canada
11676,0316969443,7,Suzanne's Diary for Nicholas,James Patterson,2001,http://images.amazon.com/images/P/0316969443.01.MZZZZZZZ.jpg,8,other,other,other
43246,0316969443,9,Suzanne's Diary for Nicholas,James Patterson,2001,http://images.amazon.com/images/P/0316969443.01.MZZZZZZZ.jpg,8,toronto,ontario,canada
97874,0316969443,10,Suzanne's Diary for Nicholas,James Patterson,2001,http://images.amazon.com/images/P/0316969443.01.MZZZZZZZ.jpg,8,other,british columbia,canada
149908,0330375253,10,Bridget Jones's Diary,Helen Fielding,2001,http://images.amazon.com/images/P/0330375253.01.MZZZZZZZ.jpg,30,hull,england,united kingdom
11676,0345292340,8,Fahrenheit 451,Ray Bradbury,1979,http://images.amazon.com/images/P/0345292340.01.MZZZZZZZ.jpg,11,other,other,other
11676,034530988X,10,Friday,Robert Heinlein,1988,http://images.amazon.com/images/P/034530988X.01.MZZZZZZZ.jpg,8,other,other,other
46398,034530988X,8,Friday,Robert Heinlein,1988,http://images.amazon.com/images/P/034530988X.01.MZZZZZZZ.jpg,8,san antonio,texas,usa
79441,034530988X,8,Friday,Robert Heinlein,1988,http://images.amazon.com/images/P/034530988X.01.MZZZZZZZ.jpg,8,spruce grove,alberta,canada
177432,034530988X,9,Friday,Robert Heinlein,1988,http://images.amazon.com/images/P/034530988X.01.MZZZZZZZ.jpg,8,wichita,kansas,usa
248718,034530988X,9,Friday,Robert Heinlein,1988,http://images.amazon.com/images/P/034530988X.01.MZZZZZZZ.jpg,8,hyde park,new york,usa
254206,034530988X,10,Friday,Robert Heinlein,1988,http://images.amazon.com/images/P/034530988X.01.MZZZZZZZ.jpg,8,tucson,arizona,usa
254899,034530988X,9,Friday,Robert Heinlein,1988,http://images.amazon.com/images/P/034530988X.01.MZZZZZZZ.jpg,8,browns mills,new jersey,usa
11676,0345313860,8,"The Vampire Lestat (Vampire Chronicles, Book II)",ANNE RICE,1986,http://images.amazon.com/images/P/0345313860.01.MZZZZZZZ.jpg,14,other,other,other
16634,0345313860,10,"The Vampire Lestat (Vampire Chronicles, Book II)",ANNE RICE,1986,http://images.amazon.com/images/P/0345313860.01.MZZZZZZZ.jpg,14,little rock,arkansas,usa
23872,0345313860,10,"The Vampire Lestat (Vampire Chronicles, Book II)",ANNE RICE,1986,http://images.amazon.com/images/P/0345313860.01.MZZZZZZZ.jpg,14,tulsa,oklahoma,usa
31315,0345313860,10,"The Vampire Lestat (Vampire Chronicles, Book II)",ANNE RICE,1986,http://images.amazon.com/images/P/0345313860.01.MZZZZZZZ.jpg,14,henryville,indiana,usa
55490,0345313860,10,"The Vampire Lestat (Vampire Chronicles, Book II)",ANNE RICE,1986,http://images.amazon.com/images/P/0345313860.01.MZZZZZZZ.jpg,14,rapid city,south dakota,usa
112001,0345313860,10,"The Vampire Lestat (Vampire Chronicles, Book II)",ANNE RICE,1986,http://images.amazon.com/images/P/0345313860.01.MZZZZZZZ.jpg,14,barren springs,virginia,usa
114368,0345313860,5,"The Vampire Lestat (Vampire Chronicles, Book II)",ANNE RICE,1986,http://images.amazon.com/images/P/0345313860.01.MZZZZZZZ.jpg,14,mechanicsville,maryland,usa
129716,0345313860,9,"The Vampire Lestat (Vampire Chronicles, Book II)",ANNE RICE,1986,http://images.amazon.com/images/P/0345313860.01.MZZZZZZZ.jpg,14,tallahassee,florida,usa
135265,0345313860,9,"The Vampire Lestat (Vampire Chronicles, Book II)",ANNE RICE,1986,http://images.amazon.com/images/P/0345313860.01.MZZZZZZZ.jpg,14,groton,connecticut,usa
140358,0345313860,5,"The Vampire Lestat (Vampire Chronicles, Book II)",ANNE RICE,1986,http://images.amazon.com/images/P/0345313860.01.MZZZZZZZ.jpg,14,san diego,california,usa
158295,0345313860,8,"The Vampire Lestat (Vampire Chronicles, Book II)",ANNE RICE,1986,http://images.amazon.com/images/P/0345313860.01.MZZZZZZZ.jpg,14,cleveland,ohio,usa
172742,0345313860,6,"The Vampire Lestat (Vampire Chronicles, Book II)",ANNE RICE,1986,http://images.amazon.com/images/P/0345313860.01.MZZZZZZZ.jpg,14,astoria,oregon,usa
177432,0345313860,8,"The Vampire Lestat (Vampire Chronicles, Book II)",ANNE RICE,1986,http://images.amazon.com/images/P/0345313860.01.MZZZZZZZ.jpg,14,wichita,kansas,usa
185233,0345313860,5,"The Vampire Lestat (Vampire Chronicles, Book II)",ANNE RICE,1986,http://images.amazon.com/images/P/0345313860.01.MZZZZZZZ.jpg,14,winnemucca,nevada,usa
11676,0345329767,7,Remember Me,Fay Weldon,1985,http://images.amazon.com/images/P/0345329767.01.MZZZZZZZ.jpg,13,other,other,other
94347,0345329767,9,Remember Me,Fay Weldon,1985,http://images.amazon.com/images/P/0345329767.01.MZZZZZZZ.jpg,13,oakland,new jersey,usa
11676,0345337662,6,Interview with the Vampire,Anne Rice,1993,http://images.amazon.com/images/P/0345337662.01.MZZZZZZZ.jpg,15,other,other,other
23872,0345337662,9,Interview with the Vampire,Anne Rice,1993,http://images.amazon.com/images/P/0345337662.01.MZZZZZZZ.jpg,15,tulsa,oklahoma,usa
37950,0345337662,5,Interview with the Vampire,Anne Rice,1993,http://images.amazon.com/images/P/0345337662.01.MZZZZZZZ.jpg,15,calgary,alberta,canada
55490,0345337662,7,Interview with the Vampire,Anne Rice,1993,http://images.amazon.com/images/P/0345337662.01.MZZZZZZZ.jpg,15,rapid city,south dakota,usa
93047,0345337662,7,Interview with the Vampire,Anne Rice,1993,http://images.amazon.com/images/P/0345337662.01.MZZZZZZZ.jpg,15,nashua,new hampshire,usa
107951,0345337662,7,Interview with the Vampire,Anne Rice,1993,http://images.amazon.com/images/P/0345337662.01.MZZZZZZZ.jpg,15,tübingen,baden-württemberg,germany
110934,0345337662,9,Interview with the Vampire,Anne Rice,1993,http://images.amazon.com/images/P/0345337662.01.MZZZZZZZ.jpg,15,kirkland,washington,usa
114368,0345337662,5,Interview with the Vampire,Anne Rice,1993,http://images.amazon.com/images/P/0345337662.01.MZZZZZZZ.jpg,15,mechanicsville,maryland,usa
129716,0345337662,9,Interview with the Vampire,Anne Rice,1993,http://images.amazon.com/images/P/0345337662.01.MZZZZZZZ.jpg,15,tallahassee,florida,usa
140358,0345337662,5,Interview with the Vampire,Anne Rice,1993,http://images.amazon.com/images/P/0345337662.01.MZZZZZZZ.jpg,15,san diego,california,usa
147847,0345337662,5,Interview with the Vampire,Anne Rice,1993,http://images.amazon.com/images/P/0345337662.01.MZZZZZZZ.jpg,15,greenville,illinois,usa
185233,0345337662,5,Interview with the Vampire,Anne Rice,1993,http://images.amazon.com/images/P/0345337662.01.MZZZZZZZ.jpg,15,winnemucca,nevada,usa
230522,0345337662,9,Interview with the Vampire,Anne Rice,1993,http://images.amazon.com/images/P/0345337662.01.MZZZZZZZ.jpg,15,colorado springs,colorado,usa
270713,0345337662,6,Interview with the Vampire,Anne Rice,1993,http://images.amazon.com/images/P/0345337662.01.MZZZZZZZ.jpg,15,toronto,ontario,canada
11676,0345339495,6,Nerilka's Story (Dragonriders of Pern (Paperback)),Anne McCaffrey,1995,http://images.amazon.com/images/P/0345339495.01.MZZZZZZZ.jpg,7,other,other,other
56447,0345339495,8,Nerilka's Story (Dragonriders of Pern (Paperback)),Anne McCaffrey,1995,http://images.amazon.com/images/P/0345339495.01.MZZZZZZZ.jpg,7,sturgis,michigan,usa
78553,0345339495,10,Nerilka's Story (Dragonriders of Pern (Paperback)),Anne McCaffrey,1995,http://images.amazon.com/images/P/0345339495.01.MZZZZZZZ.jpg,7,el cajon,california,usa
100906,0345339495,7,Nerilka's Story (Dragonriders of Pern (Paperback)),Anne McCaffrey,1995,http://images.amazon.com/images/P/0345339495.01.MZZZZZZZ.jpg,7,seattle,washington,usa
249894,0345339495,8,Nerilka's Story (Dragonriders of Pern (Paperback)),Anne McCaffrey,1995,http://images.amazon.com/images/P/0345339495.01.MZZZZZZZ.jpg,7,duncansville,pennsylvania,usa
257204,0345339495,10,Nerilka's Story (Dragonriders of Pern (Paperback)),Anne McCaffrey,1995,http://images.amazon.com/images/P/0345339495.01.MZZZZZZZ.jpg,7,akron,ohio,usa
274061,0345339495,10,Nerilka's Story (Dragonriders of Pern (Paperback)),Anne McCaffrey,1995,http://images.amazon.com/images/P/0345339495.01.MZZZZZZZ.jpg,7,gahanna,ohio,usa
11676,0345362861,8,Dragonsdawn,Anne McCaffrey,1989,http://images.amazon.com/images/P/0345362861.01.MZZZZZZZ.jpg,8,other,other,other
25981,0345362861,5,Dragonsdawn,Anne McCaffrey,1989,http://images.amazon.com/images/P/0345362861.01.MZZZZZZZ.jpg,8,nj,new jersey,usa
100906,0345362861,8,Dragonsdawn,Anne McCaffrey,1989,http://images.amazon.com/images/P/0345362861.01.MZZZZZZZ.jpg,8,seattle,washington,usa
257204,0345362861,10,Dragonsdawn,Anne McCaffrey,1989,http://images.amazon.com/images/P/0345362861.01.MZZZZZZZ.jpg,8,akron,ohio,usa
264321,0345362861,6,Dragonsdawn,Anne McCaffrey,1989,http://images.amazon.com/images/P/0345362861.01.MZZZZZZZ.jpg,8,toronto,ontario,canada
274061,0345362861,10,Dragonsdawn,Anne McCaffrey,1989,http://images.amazon.com/images/P/0345362861.01.MZZZZZZZ.jpg,8,gahanna,ohio,usa
11676,0345370805,4,How to Make an American Quilt,Whitney Otto,1992,http://images.amazon.com/images/P/0345370805.01.MZZZZZZZ.jpg,9,other,other,other
60244,0345370805,9,How to Make an American Quilt,Whitney Otto,1992,http://images.amazon.com/images/P/0345370805.01.MZZZZZZZ.jpg,9,alvin,texas,usa
162639,0345370805,9,How to Make an American Quilt,Whitney Otto,1992,http://images.amazon.com/images/P/0345370805.01.MZZZZZZZ.jpg,9,kelso,washington,usa
182085,0345370805,9,How to Make an American Quilt,Whitney Otto,1992,http://images.amazon.com/images/P/0345370805.01.MZZZZZZZ.jpg,9,ginsheim,hessen,germany
216683,0345370805,7,How to Make an American Quilt,Whitney Otto,1992,http://images.amazon.com/images/P/0345370805.01.MZZZZZZZ.jpg,9,san jose,california,usa
229329,0345370805,9,How to Make an American Quilt,Whitney Otto,1992,http://images.amazon.com/images/P/0345370805.01.MZZZZZZZ.jpg,9,st-légier,vaud,switzerland
11676,0345378490,9,Congo,Michael Crichton,1995,http://images.amazon.com/images/P/0345378490.01.MZZZZZZZ.jpg,7,other,other,other
16795,0345378490,7,Congo,Michael Crichton,1995,http://images.amazon.com/images/P/0345378490.01.MZZZZZZZ.jpg,7,mechanicsville,maryland,usa
87141,0345378490,7,Congo,Michael Crichton,1995,http://images.amazon.com/images/P/0345378490.01.MZZZZZZZ.jpg,7,huntington beach,california,usa
88733,0345378490,9,Congo,Michael Crichton,1995,http://images.amazon.com/images/P/0345378490.01.MZZZZZZZ.jpg,7,houston,texas,usa
95359,0345378490,6,Congo,Michael Crichton,1995,http://images.amazon.com/images/P/0345378490.01.MZZZZZZZ.jpg,7,charleston,west virginia,usa
190925,0345378490,7,Congo,Michael Crichton,1995,http://images.amazon.com/images/P/0345378490.01.MZZZZZZZ.jpg,7,hobe sound,florida,usa
197659,0345378490,9,Congo,Michael Crichton,1995,http://images.amazon.com/images/P/0345378490.01.MZZZZZZZ.jpg,7,indiana,pennsylvania,usa
11676,0345384466,9,The Witching Hour (Lives of the Mayfair Witches),ANNE RICE,1993,http://images.amazon.com/images/P/0345384466.01.MZZZZZZZ.jpg,11,other,other,other
13552,0345384466,10,The Witching Hour (Lives of the Mayfair Witches),ANNE RICE,1993,http://images.amazon.com/images/P/0345384466.01.MZZZZZZZ.jpg,11,cordova,tennessee,usa
55490,0345384466,9,The Witching Hour (Lives of the Mayfair Witches),ANNE RICE,1993,http://images.amazon.com/images/P/0345384466.01.MZZZZZZZ.jpg,11,rapid city,south dakota,usa
129716,0345384466,9,The Witching Hour (Lives of the Mayfair Witches),ANNE RICE,1993,http://images.amazon.com/images/P/0345384466.01.MZZZZZZZ.jpg,11,tallahassee,florida,usa
135265,0345384466,8,The Witching Hour (Lives of the Mayfair Witches),ANNE RICE,1993,http://images.amazon.com/images/P/0345384466.01.MZZZZZZZ.jpg,11,groton,connecticut,usa
225763,0345384466,5,The Witching Hour (Lives of the Mayfair Witches),ANNE RICE,1993,http://images.amazon.com/images/P/0345384466.01.MZZZZZZZ.jpg,11,san francisco,california,usa
270713,0345384466,7,The Witching Hour (Lives of the Mayfair Witches),ANNE RICE,1993,http://images.amazon.com/images/P/0345384466.01.MZZZZZZZ.jpg,11,toronto,ontario,canada
11676,034538475X,6,The Tale of the Body Thief (Vampire Chronicles (Paperback)),Anne Rice,1993,http://images.amazon.com/images/P/034538475X.01.MZZZZZZZ.jpg,9,other,other,other
23872,034538475X,8,The Tale of the Body Thief (Vampire Chronicles (Paperback)),Anne Rice,1993,http://images.amazon.com/images/P/034538475X.01.MZZZZZZZ.jpg,9,tulsa,oklahoma,usa
55490,034538475X,7,The Tale of the Body Thief (Vampire Chronicles (Paperback)),Anne Rice,1993,http://images.amazon.com/images/P/034538475X.01.MZZZZZZZ.jpg,9,rapid city,south dakota,usa
107784,034538475X,5,The Tale of the Body Thief (Vampire Chronicles (Paperback)),Anne Rice,1993,http://images.amazon.com/images/P/034538475X.01.MZZZZZZZ.jpg,9,tarentum,pennsylvania,usa
114368,034538475X,5,The Tale of the Body Thief (Vampire Chronicles (Paperback)),Anne Rice,1993,http://images.amazon.com/images/P/034538475X.01.MZZZZZZZ.jpg,9,mechanicsville,maryland,usa
129716,034538475X,8,The Tale of the Body Thief (Vampire Chronicles (Paperback)),Anne Rice,1993,http://images.amazon.com/images/P/034538475X.01.MZZZZZZZ.jpg,9,tallahassee,florida,usa
140358,034538475X,5,The Tale of the Body Thief (Vampire Chronicles (Paperback)),Anne Rice,1993,http://images.amazon.com/images/P/034538475X.01.MZZZZZZZ.jpg,9,san diego,california,usa
177432,034538475X,7,The Tale of the Body Thief (Vampire Chronicles (Paperback)),Anne Rice,1993,http://images.amazon.com/images/P/034538475X.01.MZZZZZZZ.jpg,9,wichita,kansas,usa
